source_id,original_title,canonical_filename,authority,document_type,source_tier,discovery_page_url,official_download_url,resolved_url,publication_date,effective_date,notification_number,gazette_reference,explicit_rule_references,file_size_bytes,sha256,download_timestamp,directory,status,duplicate_of,notes
SRC-EMAAP-ENFORCE-FLOW,eMaap Legal Metrology Enforcement Activity Workflow Flowchart,2025-01-15__NIC_DOCA__WORKFLOW__eMaap_Enforcement_Flow.pdf,National Informatics Centre / Department of Consumer Affairs,WORKFLOW,TIER_2_OFFICIAL_SUPPORTING,https://emaap.gov.in/enforcements,https://emaap.gov.in/work-flow-diagrams/enforcement-flow.pdf,https://emaap.gov.in/work-flow-diagrams/enforcement-flow.pdf,2025-01-15,2025-01-15,eMaap Enforcement Workflow 2025,Official Portal Documentation,"Inspector inspection, seizure memo, compound notice, compounding fee, adjudication",1108394,9d3031b0579d942f1d15ab99e768c3e7b807a9598178bc60845c2b10cca1fd82,2026-09-04T15:00:34.610293+00:00,06_OFFICIAL_ENFORCEMENT_INSPECTION,DOWNLOADED,,Verified genuine official document. Page count: 10.
SRC-EMAAP-PCR-FLOW,eMaap Packaged Commodities Rules (PCR) Application and Verification Workflow,2025-01-15__NIC_DOCA__WORKFLOW__eMaap_Packaged_Commodities_Rules_Flow.pdf,National Informatics Centre / Department of Consumer Affairs,WORKFLOW,TIER_2_OFFICIAL_SUPPORTING,https://emaap.gov.in/about_us,https://emaap.gov.in/work-flow-diagrams/PCR.drawio.pdf,https://emaap.gov.in/work-flow-diagrams/PCR.drawio.pdf,2025-01-15,2025-01-15,eMaap PCR Flow 2025,Official Portal Architecture Documentation,Rule 27 Packer/Manufacturer Registration Flow,42267,11b4585405de09b263927f4c99edceb306c7a5c02d5813f3113cdf6311c4a9c0,2026-09-04T15:00:34.632216+00:00,07_E_MAAP,DOWNLOADED,,Verified genuine official document. Page count: 1.
SRC-EMAAP-DESIGN-DOC,eMaap National Legal Metrology Portal System Design Document,2025-01-15__NIC_DOCA__DOC__eMaap_System_Design_Document.pdf,National Informatics Centre / Department of Consumer Affairs,DESIGN_DOC,TIER_2_OFFICIAL_SUPPORTING,https://emaap.gov.in/about_us,https://emaap.gov.in/work-flow-diagrams/EmaapDesignDocument.pdf,https://emaap.gov.in/work-flow-diagrams/EmaapDesignDocument.pdf,2025-01-15,2025-01-15,eMaap Architecture Specification,Official Technical Specification,"Portal Architecture, Roles, Verification APIs, Public Endpoints",5637322,e8256dfb5091a01d1a1658ec5d08b770edebfc1609a34d626281567a1f1d45b5,2026-09-04T15:00:34.753924+00:00,07_E_MAAP,DOWNLOADED,,Verified genuine official document. Page count: 150.
SRC-EMAAP-NIC-FRS,NIC eMaap Functional Requirements Specification (FRS),2025-01-15__NIC_DOCA__SPEC__NIC_eMaap_Functional_Requirements_Specification.pdf,National Informatics Centre / Department of Consumer Affairs,SPECIFICATION,TIER_2_OFFICIAL_SUPPORTING,https://emaap.gov.in/about_us,https://emaap.gov.in/work-flow-diagrams/NicEmaapFRS.pdf,https://emaap.gov.in/work-flow-diagrams/NicEmaapFRS.pdf,2025-01-15,2025-01-15,NIC FRS eMaap 2025,Official Government Technical FRS,"Module workflows, LMPC registration, Inspection recording, Integration APIs",2299953,9d6ce79484ff570784e27abbb8cf46302891732096448fe37742f45237f4d538,2026-09-04T15:00:34.853060+00:00,07_E_MAAP,DOWNLOADED,,Verified genuine official document. Page count: 186.
SRC-JUDG-WHIRLPOOL,Whirlpool of India Ltd. Versus Union of India & Ors. (SC Case No. 7417 of 2001),2007-10-12__SC__JUDGMENT__Whirlpool_Of_India_vs_UOI_Prepackaged_Commodity.pdf,Supreme Court of India,JUDGMENT,TIER_1_PRIMARY_GOVERNMENT,https://emaap.gov.in/judgements,https://emaap.gov.in/files/judgements/uploads/492897a4-40bb-43f3-9bbb-f17188fa1e66.pdf,https://emaap.gov.in/files/judgements/uploads/492897a4-40bb-43f3-9bbb-f17188fa1e66.pdf,2007-10-12,2007-10-12,Civil Appeal No. 7417 of 2001,Supreme Court Law Report,"Definition of pre-packed commodity, package opening, inspection",13963,6670734d734bb681f8ba068df9f08ec510daa79d85edb762a8071ffdd995581a,2026-09-04T15:00:34.875934+00:00,06_OFFICIAL_ENFORCEMENT_INSPECTION/JUDGMENTS,DOWNLOADED,,Verified genuine official document. Page count: 3.
SRC-JUDG-JAYANTI,"Jayanti Food Processing (P) Ltd. Versus Commissioner of Central Excise, Rajasthan (SC Case No. 2819 of 2002)",2007-08-23__SC__JUDGMENT__Jayanti_Food_Processing_vs_CCE.pdf,Supreme Court of India,JUDGMENT,TIER_1_PRIMARY_GOVERNMENT,https://emaap.gov.in/judgements,https://emaap.gov.in/files/judgements/uploads/4ae06dc0-312c-4f1d-b7a3-1e8cf6d3c570.pdf,https://emaap.gov.in/files/judgements/uploads/4ae06dc0-312c-4f1d-b7a3-1e8cf6d3c570.pdf,2007-08-23,2007-08-23,Civil Appeal No. 2819 of 2002,Supreme Court Law Report,Standards of Weights and Measures (Packaged Commodities) Rules,82093,c044632f50cb76f7e71bbf6ddedcc866b1bd0bad3962b5168934a3d93e9cc045,2026-09-04T15:00:34.894291+00:00,06_OFFICIAL_ENFORCEMENT_INSPECTION/JUDGMENTS,DOWNLOADED,,Verified genuine official document. Page count: 21.
SRC-JUDG-INDIAPHOTO,India Photographic Co. Ltd. Versus H.D. Shourie (SC Dated 03/08/1999),1999-08-03__SC__JUDGMENT__India_Photographic_vs_HD_Shourie_MRP.pdf,Supreme Court of India,JUDGMENT,TIER_1_PRIMARY_GOVERNMENT,https://emaap.gov.in/judgements,https://emaap.gov.in/files/judgements/uploads/deaf8701-a435-43dd-a08f-421ea9335288.pdf,https://emaap.gov.in/files/judgements/uploads/deaf8701-a435-43dd-a08f-421ea9335288.pdf,1999-08-03,1999-08-03,Civil Appeal No. 4349 of 1999,Supreme Court Law Report,"Mandatory declaration of MRP, inclusive of all taxes",23913,e0964ed46eab5a597bee71913b9b9379c0a6116ba50470d1e4cce245650bb758,2026-09-04T15:00:34.917480+00:00,06_OFFICIAL_ENFORCEMENT_INSPECTION/JUDGMENTS,DOWNLOADED,,Verified genuine official document. Page count: 6.
SRC-JUDG-KERALA-FLORA,State of Kerala Versus Flora & Ors. (SC Criminal Appeal Nos. 963-965 OF 1999),1999-09-17__SC__JUDGMENT__State_Of_Kerala_vs_Flora_Enforcement.pdf,Supreme Court of India,JUDGMENT,TIER_1_PRIMARY_GOVERNMENT,https://emaap.gov.in/judgements,https://emaap.gov.in/files/judgements/uploads/10cc5a1a-288e-4ff5-a404-c39c4dc9a6c3.pdf,https://emaap.gov.in/files/judgements/uploads/10cc5a1a-288e-4ff5-a404-c39c4dc9a6c3.pdf,1999-09-17,1999-09-17,Criminal Appeal Nos. 963-965 of 1999,Supreme Court Law Report,"Enforcement powers, prosecution of manufacturers and packers",2619547,6de4ef5c08f4d1ec810f22fc79a075105b5aaca523028c3393ee5372d560ea25,2026-09-04T15:00:34.923346+00:00,06_OFFICIAL_ENFORCEMENT_INSPECTION/JUDGMENTS,DOWNLOADED,,Verified genuine official document. Page count: 9.
SRC-JUDG-REEBOK,Reebok India Company Versus Union of India & Others (Delhi HC CW 14929 of 2006),2008-05-23__DHC__JUDGMENT__Reebok_India_vs_UOI_Mandatory_Declarations.pdf,High Court of Delhi,JUDGMENT,TIER_1_PRIMARY_GOVERNMENT,https://emaap.gov.in/judgements,https://emaap.gov.in/files/judgements/uploads/4c670ccd-e211-45bf-8738-5d255aa16a1d.pdf,https://emaap.gov.in/files/judgements/uploads/4c670ccd-e211-45bf-8738-5d255aa16a1d.pdf,2008-05-23,2008-05-23,WP(C) No. 14929 of 2006,Delhi High Court Law Report,Mandatory declarations on apparel and footwear,256572,9d7d6350ee683c5c9880e6923d40bf085b9d73330bbed5bcc98bbe3451f745d1,2026-09-04T15:00:34.967965+00:00,06_OFFICIAL_ENFORCEMENT_INSPECTION/JUDGMENTS,DOWNLOADED,,Verified genuine official document. Page count: 23.
SRC-JUDG-UOI-NRAI,Union of India & Ors. Versus National Restaurant Association of India (Delhi HC),2015-03-05__DHC__JUDGMENT__UOI_vs_National_Restaurant_Association_MRP.pdf,High Court of Delhi,JUDGMENT,TIER_1_PRIMARY_GOVERNMENT,https://emaap.gov.in/judgements,https://emaap.gov.in/files/judgements/uploads/0c9c5996-66b7-4de6-aaf3-125088e137d9.pdf,https://emaap.gov.in/files/judgements/uploads/0c9c5996-66b7-4de6-aaf3-125088e137d9.pdf,2015-03-05,2015-03-05,LPA No. 250 of 2007,Delhi High Court Law Report,"Sale of packaged mineral water above MRP, Rule 18(2)",160906,e32da3fb6e024730d56d29f8003ce46d1516c7a426c6b954c57ee07d5d77320c,2026-09-04T15:00:34.971720+00:00,06_OFFICIAL_ENFORCEMENT_INSPECTION/JUDGMENTS,DOWNLOADED,,Verified genuine official document. Page count: 8.
